date,station_id,users_count
2023-01-01,7626.02,5
2023-01-01,7627.1,16
2023-01-01,7631.23,51
2023-01-01,7634.01,28
2023-01-01,7636.05,13
2023-01-01,7640.04,16
2023-01-01,7643.18,10
2023-01-01,7646.04,31
2023-01-01,7648.16,10
2023-01-01,7650.05,38
2023-01-01,7652.04,14
2023-01-01,7655.22,34
2023-01-01,7658.13,20
2023-01-01,7662.13,7
2023-01-01,7667.04,20
2023-01-01,7669.1,1
2023-01-01,7670.09,30
2023-01-01,7680.03,56
2023-01-01,7682.01,34
2023-01-01,7685.14,12
2023-01-01,7688.12,58
2023-01-01,7691.05,5
2023-01-01,7701.21,3
2023-01-01,7704.04,5
2023-01-01,7707.08,5
2023-01-01,7713.01,37
2023-01-01,7713.11,33
2023-01-01,7716.19,4
2023-01-01,7720.03,25
2023-01-01,7723.01,44
